-ford,浅瀬,アサセ
morgue,調査部,チョウサブ
Mormon,モルモン教徒,モルモンキョウト
Mormonism,モルモン教,モルモンキョウ
morn,朝,アサ
morn,暁,アカツキ
morning,朝,アサ
morning,午前,ゴゼン
morning,始まり,ハジマリ
morning,夜明け,ヨアケ
morning,黎明,レイメイ
Moroccan,モロッコ人,モロッコジン
morocco,モロッコ皮,モロッコガワ
Morocco,モロッコ,モロッコ
moron,軽度精神薄弱者,ケイドセイシンハクジャクシャ
moron,低能,テイノウ
moron,薄のろ,ウスノロ
morpheme,形態素,ケイタイソ
Morpheus,モルフェウス,モルフェウス
morphine,モルヒネ,モルヒネ
morphinism,モルヒネ中毒,モルヒネチュウドク
morphology,形態学,ケイタイガク
morphology,形態論,ケイタイロン
morphology,語形論,ゴケイロン
morris,モリスダンス,モリスダンス
morrow,明日,アシタ
morrow,翌日,ヨクジツ
morrow,朝,アサ
morsel,一口,ヒトクチ
morsel,一片,イッペン
morsel,少量,ショウリョウ
morsel,小片,ショウヘン
mortal,人間,ニンゲン
mortality,死亡数,シボウスウ
mortality,死亡率,シボウリツ
mortar,乳鉢,ニュウバチ
mortar,臼砲,キュウホウ
mortarboard,角帽,カクボウ
mortgagee,抵当権者,テイトウケンシャ
mortgagor,抵当権設定者,テイトウケンセッテイシャ
mortgager,抵当権設定者,テイトウケンセッテイシャ
mortician,葬儀屋,ソウギヤ
mortify,〈感情,〈カンジョウ
mortise,ほぞ穴,ホゾアナ
mortice,ほぞ穴,ホゾアナ
mortuary,死体仮置場,シタイカリ置場
mortuary,葬儀場,ソウギジョウ
mortuary,葬式会場,ソウシキカイジョウ
mosaic,モザイク,モザイク
mosaic,モザイク画,モザイクガ
mosaic,モザイク模様,モザイクモヨウ
Moscow,モスクワ,モスクワ
Moscow,ロシア政府,ロシアセイフ
Moses,モーセ,モーセ
mosquito,カ,カ
moss,コケ,コケ
most,最大数,サイダイスウ
most,最高額,サイコウガク
most,最大限度,サイダイゲンド
most,大部分,ダイブブン
most,大多数,ダイタスウ
most,最も多く,モットモオオク
most,いちばん,イチバン
most,はなはだ,ハナハダ
most,ほとんど,ホトンド
mostly,ほとんど,ホトンド
mostly,主として,シュトシテ
mote,ちり,チリ
mote,小片,ショウヘン
motel,モーテル,モーテル
motet,経文歌,キョウモンカ
motet,聖歌,セイカ
moth,ガ,ガ
moth,イガ,イガ
mother,酢母,スハハ
mother-in-law,義母,ギボ
mother-in-law,しゅうとめ,シュウトメ
mother-of-pearl,真珠母,シンジュハハ
mother-of-pearl,真珠層,シンジュソウ
mother-to-be,妊婦,ニンプ
motherhood,母性,ボセイ
motherhood,母権,ボケン
motherhood,母,ハハ
motherland,母国,ボコク
motherland,故国,ココク
motif,モチーフ,モチーフ
motif,文学,ブンガク
motley,道化師,ドウケシ
motocross,モトクロス,モトクロス
motorbike,モーターバイク,モーターバイク
motorbike,小型オートバイ,コガタオートバイ
motorboat,モーターボート,モーターボート
motorboat,小型発動機船,コガタハツドウキセン
motorcade,自動車行列,ジドウシャギョウレツ
motorcycle,オートバイ,オートバイ
motorcyclist,オートバイ乗り,オートバイノリ
motoring,自動車運転,ジドウシャウンテン
motoring,ドライブ,ドライブ
motorist,自動車旅行者,ジドウシャリョコウシャ
motorman,運転手,ウンテンシュ
motortruck,貨物自動車,カモツジドウシャ
motto,モットー,モットー
motto,座右の銘,ザユウノメイ
motto,題句,ダイク
motto,題銘　処世訓　金言　標語,ダイメイ　ショセイクン　キンゲン　ヒョウゴ
mound,盛り土,モリツチ
mound,塚,ツカ
mound,土手,ドテ
mound,古墳,コフン
mound,小山,コヤマ
mound,堆積,タイセキ
mound,マウンド,マウンド
mountaineer,登山家,トザンカ
mountaineer,登山者,トザンシャ
mountaineering,登山,トザン
mountainside,山腹,サンプク
mountaintop,山頂,サンチョウ
mountebank,山師,ヤマシ
mountebank,いかさま師,イカサマシ
mounting,装着,ソウチャク
mounting,表装,ヒョウソウ
mounting,台紙,ダイシ
mounting,スライド枠,スライドワク
mounting,台,ダイ
mourner,会葬者,カイソウシャ
mourning,悲嘆,ヒタン
mourning,哀悼,アイトウ
mourning,喪,モ
mourning,忌中,キチュウ
mourning,喪服,モフク
mourning,喪章,モショウ
mouse,ハツカネズミ,ハツカネズミ
mouse,臆病者,オクビョウモノ
mouser,猫,ネコ
mousetrap,ネズミ取り器,ネズミトリキ
moussaka,ムサカ,ムサカ
mousse,ムース,ムース
mouthful,口1杯,クチ1ハイ
mouthful,1口,1クチ
mouthful,少量,ショウリョウ
mouthpart,口器,コウキ
mouthpiece,口,クチ
mouthpiece,口金,クチガネ
mouthpiece,送話口,ソウワグチ
mouthpiece,代弁者,ダイベンシャ
mouthpiece,スポークスマン,スポークスマン
mouthwash,口内洗浄剤,コウナイセンジョウザイ
mouton,ムートン,ムートン
movable,家財道具,カザイドウグ
movable,動産,ドウサン
moveable,家財道具,カザイドウグ
moveable,動産,ドウサン
movement,運動,ウンドウ
movement,動き,ウゴキ
movement,移動,イドウ
movement,動作,ドウサ
movement,身振り,ミブリ
movement,行動,コウドウ
movement,活動,カツドウ
movement,成り行き,ナリユキ
movement,動向,ドウコウ
movement,運動,ウンドウ
movement,移動,イドウ
movement,移住,イジュウ
movement,異動,イドウ
movement,楽章,ガクショウ
movement,機械装置,キカイソウチ
mover,動き人,ウゴキジン
mover,引っ越し荷物運搬業者,ヒッコシニモツウンパンギョウシャ
mover,発起人,ホッキニン
mover,動議提出者,ドウギテイシュツシャ
movie,映画,エイガ
movie,映画,エイガ
movie,映画館,エイガカン
movie,映画産業,エイガサンギョウ
mow,〈草,〈クサ
mow,干し草置き場,ホシクサオキバ
mower,草刈り機,クサカリキ
mower,芝刈り機,シバガリキ
Mozambique,モザンビーク,モザンビーク
Mozart,モーツアルト,モーツアルト
mu,ミュー,ミュー
much,たくさん,タクサン
much,多量,タリョウ
much,大した物,タイシタモノ
much,ほとんど,ホトンド
mucilage,粘液,ネンエキ
mucilage,ゴムのり,ゴムノリ
muck,牛馬ふん,ウシバフン
muck,下肥,シモゴエ
muck,ごみ,ゴミ
muck,ちり,チリ
muck,汚物,オブツ
mucus,粘液,ネンエキ
mud,泥,ドロ
mud,ぬかるみ,ヌカルミ
muddiness,泥だらけ,ドロダラケ
muddler,マドラー,マドラー
muddy,〈衣服,〈イフク
mudflat,干潟,ヒガタ
mudpack,泥パック,ドロパック
mudpuppy,サンショウウオ,サンショウウオ
mudslinging,泥試合,ドロジアイ
mudslinging,中傷,チュウショウ
mudslinging,個人攻撃,コジンコウゲキ
muesli,ミューズリー,ミューズリー
muff,へま,ヘマ
muff,〈仕事,〈シゴト
muffin,マッフィン,マッフィン
muffler,えり巻き,エリマキ
muffler,マフラー,マフラー
muffler,消音装置,ショウオンソウチ
muffler,響き止め,ヒビキトメ
mufti,平服,ヘイフク
mufti,服,フク
mufti,法典説明者,ホウテンセツメイシャ
mug,マッグ,マッグ
mug,マッグ1杯,マッグ1ハイ
mugger,強盗,ゴウトウ
mugger,追いはぎ,オイハギ
muggins,ばか,バカ
mugwump,中立主義者,チュウリツシュギシャ
mugwump,一匹狼,イッピキオオカミ
mugwump,愚か者,オロカモノ
mugwump,大物,オオモノ
mugwump,大立者,オオダテモノ
mugwump,親分,オヤブン
Muhammad,マホメット,マホメット
Muhammedanism,イスラム教,イスラムキョウ
Muhammedanism,回教,カイキョウ
mukluk,マクラク,マクラク
mulberry,クワ,クワ
mull,〈酒,〈サケ
mull,ワイン,ワイン
mullah,師,シ
mullah,先生,センセイ
mullen,ビロードモウズイカ,ビロードモウズイカ
mullein,ビロードモウズイカ,ビロードモウズイカ
mulligan,マリガンシチュー,マリガンシチュー
mulligatawny,マリガトーニースープ,マリガトーニースープ
mullion,縦仕切り,タテシキリ
mullion,放射状仕切り,ホウシャジョウシキリ
multimedia,マルチメディア,マルチメディア
multimillionaire,大金持ち,オオガネモチ
multimillionaire,億万長者,オクマンチョウジャ
multinational,多国籍企業,タコクセキキギョウ
multiple,倍数,バイスウ
multiplicand,被乗数,ヒジョウスウ
multiplication,増加,ゾウカ
multiplication,増殖,ゾウショク
multiplication,繁殖,ハンショク
multiplication,乗法,ジョウホウ
multiplication,掛け算,カケザン
multiplicity,多数,タスウ
multiplier,乗数,ジョウスウ
multitude,大衆,タイシュウ
multitude,民衆,ミンシュウ
multiversity,マンモス大学,マンモスダイガク
mum,菊,キク
mummer,無言劇俳優,ムゴンゲキハイユウ
mummification,ミイラ化,ミイラカ
mummy,ミイラ,ミイラ
mumps,流行性耳下腺炎,リュウコウセイジカセンエン
Munich,ミュンヘン,ミュンヘン
municipality,自治都市,ジチトシ
muniments,不動産権利証書,フドウサンケンリショウショ
mural,壁画,ヘキガ
mural,天井画,テンジョウガ
murder,殺人謀殺,サツジンボウサツ
murder,殺害,サツガイ
murder,殺人行為,サツジンコウイ
murder,殺人事件,サツジンジケン
murderer,殺人者,サツジンシャ
murderer,人殺し,ヒトゴロシ
murderer,謀殺犯,ボウサツハン
murderess,殺人者,サツジンシャ
murex,ホネガイ,ホネガイ
murk,暗黒,アンコク
murkiness,陰気,インキ
muscat,マスカット,マスカット
muscle,筋肉,キンニク
muscle,筋,スジ
muscle,筋肉,キンニク
muscle,力,チカラ
muscle,筋力,キンリョク
muscle,腕力,ワンリョク
muscleman,筋肉人間,キンニクニンゲン
muscleman,暴力団員,ボウリョクダンイン
Muscovite,モスクワ住民,モスクワジュウミン
Muscovite,ロシア人,ロシアジン
Muscovite,白雲母,シロウンモ
musculature,筋肉構成,キンニクコウセイ
Muse,詩神,シシン
Muse,詩才,シサイ
museum,博物館,ハクブツカン
museum,美術館,ビジュツカン
mush,出発,シュッパツ
mush,それ,ソレ
mushroom,キノコ,キノコ
mushroom,食用キノコ,ショクヨウキノコ
music,音楽,オンガク
music,音楽作品,オンガクサクヒン
music,楽曲,ガッキョク
music,楽譜,ガクフ
musicale,社交音楽会,シャコウオンガクカイ
musicale,音楽演奏会,オンガクエンソウカイ
musician,音楽家,オンガクカ
musician,楽士,ガクシ
musician,作曲家,サッキョクカ
musicology,音楽学,オンガクガク
musk,じゃ香,ジャコウ
muskellunge,オオカワマス,オオカワマス
musket,マスケット銃,マスケットジュウ
musketeer,マスケット銃兵,マスケットジュウヘイ
musketeer,17,17
musketry,小銃射撃,ショウジュウシャゲキ
musketry,射撃術,シャゲキジュツ
muskmelon,マスクメロン,マスクメロン
muskrat,ジャコウネズミ,ジャコウネズミ
muskrat,その毛皮,ソノケガワ
Muslim,イスラム教徒,イスラムキョウト
Muslim,回教徒,カイキョウト
muslin,綿モスリン,メンモスリン
muslin,新モス,シンモス
muslin,〔米〕 平織り綿布,〔ベイ〕ヒラオリメンプ
musquash,マスクラット皮,マスクラットガワ
mussel,ムラサキガイ,ムラサキガイ
Mussolini,ムッソリーニ,ムッソリーニ
Mussulman,イスラム教徒,イスラムキョウト
mustache,口ひげ,クチヒゲ
moustache,口ひげ,クチヒゲ
mustachio,大きな口ひげ,オオキナクチヒゲ
mustang,ムスタング,ムスタング
mustard,カラシ,カラシ
mustard,マスタード,マスタード
muster,〈人,〈ヒト
muster,召集,ショウシュウ
muster,人員点呼,ジンインテンコ
muster,検閲,ケンエツ
muster,集合,シュウゴウ
muster,群れ,ムレ
muster,人員名簿,ジンインメイボ
muster,点呼名簿,テンコメイボ
mutant,突然変異種,トツゼンヘンイシュ
mutation,変化,ヘンカ
mutation,変転,ヘンテン
mutation,突然変異,トツゼンヘンイ
mutation,その変種,ソノヘンシュ
mute,排せつ物,ハイセツブツ
mutilate,〈手,〈テ
mutilation,切断,セツダン
mutilation,削除,サクジョ
mutilation,毀損,キソン
mutineer,暴徒,ボウト
mutineer,反抗者,ハンコウシャ
mutiny,暴動,ボウドウ
mutiny,反乱,ハンラン
mutt,犬,イヌ
mutt,(特に雑種犬,(トクニザッシュケン
mutt,のら犬,ノライヌ
mutt,ばか者,バカシャ
mutuality,相互関係,ソウゴカンケイ
mutuality,相関,ソウカン
mutuality,相互依存,ソウゴイゾン
muumuu,ムームー,ムームー
muzzle,鼻口部,ハナグチブ
muzzle,口輪,クチワ
muzzle,銃口,ジュウコウ
muzzleloader,前装砲,ゼンソウホウ
mycelium,菌糸体,キンシタイ
mycology,菌学,キンガク
myelitis,脊髄炎,セキズイエン
myna,九官鳥,キュウカンチョウ
myopia,近視眼,キンシガン
myriad,無数,ムスウ
myriad,1万,1マン
myrmidon,家来,ケライ
myrmidon,忠僕,チュウボク
myrmidon,手先,テサキ
myrmidon,子分,コブン
myrrh,没薬,モツヤク
myself,私自身,ワタシジシン
mystery,推理小説,スイリショウセツ
mystery,神秘,シンピ
mystery,秘法,ヒホウ
mystery,秘教,ヒキョウ
mystery,神秘儀式,シンピギシキ
mysticism,神秘説,シンピセツ
mysticism,神秘主義,シンピシュギ
mystification,神秘化,シンピカ
mystique,神秘感,シンピカン
mystique,奥儀,オクタダシ
mystique,秘法,ヒホウ
myth,神話,シンワ
myth,神代物語,クマシロモノガタリ
myth,神話,シンワ
myth,作り話,ツクリバナシ
myth,伝説,デンセツ
myth,作り話,ツクリバナシ
mythologist,神話作者,シンワサクシャ
mythologist,神話学者,シンワガクシャ
mythology,神話,シンワ
mythology,神話集,シンワシュウ
mythology,神話学,シンワガク
N.B.,ラテン語,ラテンゴ
n.b.,ラテン語,ラテンゴ
N.G.,州兵,シュウヘイ
N,不定整数,フテイセイスウ
n,不定整数,フテイセイスウ
N-bomb,核爆弾,カクバクダン
nabob,大金持ち,オオガネモチ
nabob,大尽,ダイジン
nacelle,機関室,キカンシツ
nacelle,乗務員室,ジョウムインシツ
nadir,天底,アメソコ
